Fecha,Zona,PM2.5,NO₂,SO₂,CO,PM10,O3,CO2,Temp,Viento,Humedad
2025-05-30,La Mariscal,30.0,37.3,6.1,1.1,52.2,66.2,414.0,15.2,11.1,71
2025-05-31,La Mariscal,22.0,28.3,4.8,0.6,43.2,57.2,391.0,13.7,10.0,78
2025-06-01,La Mariscal,24.2,30.6,5.2,0.8,45.6,59.4,397.0,14.1,10.3,76
2025-06-02,La Mariscal,26.3,32.9,5.6,0.9,47.9,61.7,403.0,14.6,10.6,75
2025-06-03,La Mariscal,28.4,35.2,5.9,1.1,50.3,64.0,410.0,14.9,11.0,74
2025-06-04,La Mariscal,30.2,37.6,6.2,1.2,52.6,66.5,416.0,15.3,11.2,71
2025-06-05,La Mariscal,22.3,28.7,4.9,0.6,43.1,57.0,392.0,13.8,9.9,77
2025-06-06,La Mariscal,24.5,30.9,5.3,0.8,45.3,59.6,398.0,14.2,10.2,76
2025-06-07,La Mariscal,26.7,33.3,5.7,0.9,47.6,62.1,404.0,14.6,10.6,74
2025-06-08,La Mariscal,28.9,35.7,6.0,1.1,50.0,64.5,410.0,15.0,10.9,73
2025-06-09,La Mariscal,30.6,38.0,6.4,1.3,52.4,66.9,417.0,15.4,11.3,71
2025-06-10,La Mariscal,22.4,28.9,4.8,0.6,43.3,57.4,390.0,13.9,10.1,78
2025-06-11,La Mariscal,24.7,31.2,5.2,0.7,45.7,59.8,396.0,14.3,10.4,76
2025-06-12,La Mariscal,26.8,33.4,5.5,0.9,48.0,62.2,403.0,14.7,10.7,75
2025-06-13,La Mariscal,28.6,35.8,5.9,1.1,50.4,64.6,409.0,15.0,11.0,74
2025-06-14,La Mariscal,30.4,38.1,6.3,1.2,52.8,67.0,416.0,15.3,11.3,72
2025-06-15,La Mariscal,21.7,28.0,4.7,0.6,42.9,56.7,389.0,13.7,9.8,78
2025-06-16,La Mariscal,24.3,30.4,5.1,0.7,45.2,59.2,395.0,14.2,10.3,77
2025-06-17,La Mariscal,26.5,32.8,5.5,0.9,47.5,61.6,401.0,14.5,10.6,75
2025-06-18,La Mariscal,28.7,35.1,5.8,1.1,49.9,63.9,407.0,14.9,11.0,73
2025-06-19,La Mariscal,30.0,37.4,6.2,1.2,52.2,66.3,413.0,15.2,11.3,71
2025-06-20,La Mariscal,22.2,28.6,4.8,0.6,43.0,57.3,391.0,13.8,9.9,78
2025-06-21,La Mariscal,24.4,30.9,5.2,0.8,45.3,59.5,397.0,14.2,10.2,76
2025-06-22,La Mariscal,26.6,33.2,5.5,0.9,47.7,61.9,403.0,14.6,10.5,75
2025-06-23,La Mariscal,28.8,35.6,6.0,1.1,50.1,64.2,409.0,15.0,10.9,74
2025-06-24,La Mariscal,30.1,37.9,6.3,1.2,52.4,66.6,415.0,15.3,11.2,71
2025-06-25,La Mariscal,21.9,28.3,4.7,0.6,42.8,56.8,390.0,13.7,9.8,78
2025-06-26,La Mariscal,24.0,30.6,5.1,0.7,45.1,59.1,396.0,14.1,10.2,77
2025-06-27,La Mariscal,26.3,33.0,5.4,0.9,47.4,61.5,402.0,14.5,10.6,75
2025-06-28,La Mariscal,28.5,35.3,5.9,1.1,49.8,63.8,408.0,15.0,10.9,74
2025-06-29,La Mariscal,30.2,37.7,6.2,1.2,52.1,66.2,414.0,15.3,11.2,72
2025-06-30,La Mariscal,22.1,28.7,4.9,0.6,43.2,57.2,391.0,13.8,10.0,78
